,43.7 -86.42,43.7 -84.42
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.02568937848701404,0.10729617147991403
15,0.2682298053396861,0.13129794243969115
16,0.29411925761415475,0.2130482232490363
17,0.6324826455205644,0.45305629415172
18,0.5293250534171563,0.5534033835029425
19,0.32466909284453843,0.43357894777205847
20,0.2265641676773818,0.22296941489280345
21,0.08864459977472937,0.06371902378467635
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,0.0,0.0
31,0.0,0.0
32,0.0,0.0
33,0.0,0.0
34,0.0,0.0
35,0.0,0.0
36,0.0,0.0
37,0.0,0.0
38,0.17728125967915245,0.09256058572313576
39,0.060017088698760254,0.133547775174797
40,0.10868439182097529,0.1721357878534466
41,0.26352804367131827,0.35250485173848317
42,0.37990280763591633,0.19941521385851704
43,0.3717855078402901,0.17360065790989446
44,0.21656613328066687,0.2601563521022266
45,0.11399645863985088,0.14445068748223158
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0005968425090119303,0.11000227068680621
63,0.05194154556485986,0.3790334361483757
64,0.5031739520643037,0.7806801859923193
65,0.23155311081055407,0.8261705672097998
66,0.3055602632866509,0.3763154158020577
67,0.147182584035697,0.6962776505812277
68,0.10064707212383407,0.2737166661223226
69,0.15852541145241286,0.13712161496034228
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.001758924997598571,0.13145888280692977
87,0.005998517721357794,0.2111361431168769
88,0.02160158283368505,0.2064997957308703
89,0.05575492150050937,0.086277290155935
90,0.06339320778006607,0.04371069920997414
91,0.06637140523923364,0.22688443282975518
92,0.03737544156113365,0.048552484717134456
93,0.023482833933869747,0.008966247491940462
94,0.0,0.0
95,0.0,0.0
96,0.0,0.0
97,0.0,0.0
98,0.0,0.0
99,0.0,0.0
100,0.0,0.0
101,0.0,0.0
102,0.0,0.0
103,0.0,0.0
104,0.0,0.0
105,0.0,0.0
106,0.0,0.0
107,0.0,0.0
108,0.0,0.0
109,0.0,0.0
110,0.03741193683311208,0.04264894205776735
111,0.10638373206186685,0.02011786815853365
112,0.06806469251467226,0.0647286632949202
113,0.11037245814410965,0.0687307236018459
114,0.09973466754589201,0.06572007784213507
115,0.15109138967126057,0.05732869014780446
116,0.20452313916509002,0.019326682356006555
117,0.016366811750266566,0.0021866688062503197
118,0.0,0.0
119,0.0,0.0
120,0.0,0.0
121,0.0,0.0
122,0.0,0.0
123,0.0,0.0
124,0.0,0.0
125,0.0,0.0
126,0.0,0.0
127,0.0,0.0
128,0.0,0.0
129,0.0,0.0
130,0.0,0.0
131,0.0,0.0
132,0.0,0.0
133,0.0,0.0
134,0.02115331546308674,0.053039912250588676
135,0.07438451808511119,0.20483507614971783
136,0.14693908288526533,0.32995757429337363
137,0.11686346696856956,0.3547869509514262
138,0.28128817603485584,0.27994380966986915
139,0.09490294327210937,0.5932751486451054
140,0.16320822429200518,0.35259967633063394
141,0.02698685635267043,0.10345658378911375
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.014755371660657924,0.36264685116141887
159,0.11517959699803275,0.6593799574007914
160,0.05782961122516286,0.5450235824798663
161,0.20709628367688201,0.5433303149718813
162,0.11638157951079676,0.8515125063830313
163,0.27068867707802624,0.7483674053423242
164,0.18904562676747377,0.5059787940873097
165,0.07209325778009999,0.1721550974306975
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.013843008770853434,0.06265648276903069
183,0.033060880193505615,0.20248429767500772
184,0.08385532750326088,0.2819891542384486
185,0.0762951314481949,0.4546418385361509
186,0.2227892404062912,0.4300066113092862
187,0.0878121674826941,0.4485171973436171
188,0.13788686377005313,0.4928621962350422
189,0.020271481174270335,0.17323510700238715
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0627541913680015,0.36637088905883747
207,0.13097501503625014,0.6580450647080928
208,0.08121895569166779,0.7894584725079263
209,0.16704840997080825,0.8218494486039153
210,0.5778095109034985,0.7799321779162212
211,0.3528867038588757,0.2783230800643903
212,0.22060793095859568,0.1671558117361998
213,0.026008024619620148,0.038971012097950626
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.015841906422136294,0.06656162797096335
231,0.018921963612299548,0.07622585339171434
232,0.029107493541098366,0.09657061406147455
233,0.0669309825684361,0.29398738685672826
234,0.023593533911570926,0.1184077213055256
235,0.05863142782390892,0.10580774627080976
236,0.029816902306280965,0.12046263550317422
237,0.014213148650181164,0.006731773312511657
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.005109796326728412,0.011911124991980718
255,0.016192515314174937,0.06285226510951196
256,0.03865090239098829,0.09846567080565469
257,0.04194983456823126,0.03445501857240823
258,0.11677004360877445,0.05803211772557524
259,0.05679873827892555,0.03800782264138453
260,0.027763444933240268,0.015461195319685088
261,0.19101062147555975,0.0
262,0.0,0.0
263,0.0,0.0
264,0.0,0.0
265,0.0,0.0
266,0.0,0.0
267,0.0,0.0
268,0.0,0.0
269,0.0,0.0
270,0.0,0.0
271,0.0,0.0
272,0.0,0.0
273,0.0,0.0
274,0.0,0.0
275,0.0,0.0
276,0.0,0.0
277,0.0,0.0
278,0.02066208876595827,0.024828096730776933
279,0.0763243127764049,0.18656014351401104
280,0.19712564292176848,0.46075411877975886
281,0.23162605575785145,0.08340814441631489
282,0.6382735616962943,0.22900251565544602
283,0.3992455931769211,0.5099723775971942
284,0.0807070715464429,0.4071504749613973
285,0.0,0.17631008968343348
286,0.0,0.0
287,0.0,0.0
288,0.0,0.0
289,0.0,0.0
290,0.0,0.0
291,0.0,0.0
292,0.0,0.0
293,0.0,0.0
294,0.0,0.0
295,0.0,0.0
296,0.0,0.0
297,0.0,0.0
298,0.0,0.0
299,0.0,0.0
300,0.0,0.0
301,0.0,0.0
302,0.06607482695955354,0.26763341030106297
303,0.023610871053167806,0.4361366049811872
304,0.07393501453475756,0.08931431046312607
305,0.11772276163484185,0.06879545187016682
306,0.2865254814522221,0.06088644771467093
307,0.2676213806355627,0.08706136447736529
308,0.1414208731604791,0.02152869051457631
309,0.10310989770932254,0.1708601852659339
310,0.0,0.0
311,0.0,0.0
312,0.0,0.0
313,0.0,0.0
314,0.0,0.0
315,0.0,0.0
316,0.0,0.0
317,0.0,0.0
318,0.0,0.0
319,0.0,0.0
320,0.0,0.0
321,0.0,0.0
322,0.0,0.0
